datetime,email,reason,sid,tag,diagnosticCode,firstname,lastname,domain,lists,fields,supressionlists
2023-06-26 06:10:00,59c9ab0ed3cf8fd41bc213bd0805dfa7,Blocked,253,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,groupecat.com,,,
2023-06-26 06:10:00,281e5076fce0d9cf92d517275f259510,Blocked,210,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,europe.bd.com,,,
2023-06-26 06:10:00,ca5bf448739c7e1089eb60408af4ce97,Blocked,253,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,kla-tencor.com,,,
2023-06-26 06:10:00,818cc1a22ab6453cd8dea54248b0bd8a,Blocked,210,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,fr.adp.com,,,
2023-06-26 06:10:00,92e1fbb3932d7251500239a4a86b2e47,Blocked,253,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,sagem.com,,,
2023-06-26 06:11:00,4f17abae419e82a34ed1e090cc39983f,Blocked,253,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,st.com,,,
2023-06-26 06:12:00,f5e9bb1072dd1c669e0ec4d3110dfe4f,Blocked,210,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,danone.com,,,
2023-06-26 06:13:00,499c93f9ec524c2cc842f457e4d8ceb1,Blocked,253,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,chu-amiens.fr,,,
2023-06-26 06:13:00,387b70a3a96b6f971df62b578721138b,Blocked,253,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,coebank.org,,,
2023-06-26 06:13:00,2f5f4e148c16fe829db7bd19074eb0e1,Blocked,253,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,clubmed.com,,,
2023-06-26 06:13:00,40e362818dbac378f1eb73126abf19b8,Blocked,210,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,saint-gobain.com,,,
2023-06-26 06:13:00,2653995a88ada31f122f50f5e23cab6f,Blocked,210,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,apave.com,,,
2023-06-26 06:14:00,f2453a9a15933fe8f96201ddf267fbfd,Blocked,253,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,snop.fr,,,
2023-06-26 06:14:00,773e45f604b070d1f4555318ff6ac1a9,Blocked,253,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,edhec.com,,,
2023-06-26 06:15:00,14b8d1171030d99a9a57c4bc1025c461,Blocked,210,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,grupoantolin.com,,,
2023-06-26 06:16:00,6ac22a44c0fc5d065d2d6a2cfde9a0b2,Blocked,253,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,arcelormittal.com,,,
2023-06-26 06:16:00,058673185797c27b8876545c15fb1eef,Blocked,253,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,dalloz.fr,,,
2023-06-26 06:17:00,e7585a8113d2e68928ae41dec8e0f519,Blocked,210,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,pellenc.com,,,
2023-06-26 06:17:00,b21d58a51e1974106f9c5eed8fc5d9cd,Blocked,210,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,spie.com,,,
2023-06-26 06:18:00,3b6a6bc87d31e470fcf017fe227378c1,Blocked,253,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,med.ge.com,,,
2023-06-26 06:18:00,cfeb35884964ba4c9d3cb2e2b502a8f7,Blocked,210,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,ge.cokecce.com,,,
2023-06-26 06:18:00,6b94c23ffc07b639677e9b79df196610,Blocked,210,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,cat.com,,,
2023-06-26 06:19:00,240016442d3b0039ba3172c987482797,Blocked,253,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,turbomeca.fr,,,
2023-06-26 06:19:00,0f75b002d0271a9fd019ed45d13469a1,Blocked,210,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,coebank.org,,,
2023-06-26 06:20:00,b2e8fabd63ab6734d6e4fbc1cdde844c,Blocked,210,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,sacem.fr,,,
2023-06-26 06:20:00,effa442d9c7d4075acac3794bf325b76,Blocked,253,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,assystem.com,,,
2023-06-26 06:20:00,c6f887242bb30f2943abbe0e268ce454,Blocked,253,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,lesechos.fr,,,
2023-06-26 06:20:00,2841e1b255055dcab2c80c112994e41a,Blocked,253,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,tf1.fr,,,
2023-06-26 06:21:00,1ae58af349d9fea803f224d751e3b8af,Blocked,210,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,tf1.fr,,,
2023-06-26 06:21:00,6405fcf8491fd65103352c0dd8ef9ab4,Blocked,210,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,lesechos.fr,,,
2023-06-26 06:21:00,e15ba57cd0615eab0e089708a0ca23d5,Blocked,210,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,saur.fr,,,
2023-06-26 06:21:00,8dcb10a53420a6b2ee5531c014649d6b,Blocked,210,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,europe.sial.com,,,
2023-06-26 06:21:00,2817d27bf539d3ed08bb8d97038cc873,Blocked,253,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,smacl.fr,,,
2023-06-26 06:21:00,1d42e67caab7a90c6da4535f6f597406,Blocked,210,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,mrbricolage.fr,,,
2023-06-26 06:21:00,92d3685408c8c4d75673df6526bcff2c,Blocked,210,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,ncr.com,,,
2023-06-26 06:23:00,0258b945b733bf71999102e0642d46c4,Blocked,253,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,fr.adp.com,,,
2023-06-26 06:23:00,3875162c7c0768e19dae676b14e4ea8e,Blocked,210,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,edhec.com,,,
2023-06-26 06:23:00,bb44b35c3fc15cafc1f3698f159cc466,Blocked,210,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,edhec.com,,,
2023-06-26 06:23:00,073c8ea3561d9d7251c67d45d995a5f7,Blocked,253,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,transre.com,,,
2023-06-26 06:23:00,a029e619c0397e86d527e1eec71c849b,Blocked,210,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,eiffage.com,,,
2023-06-26 06:23:00,15fb088baa8a260fe1128d7612f0b3be,Blocked,210,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,meaux.fr,,,
2023-06-26 06:23:00,d217391c43baa3a4bf11c3a72ec3ea69,Blocked,210,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,st.com,,,
2023-06-26 06:23:00,a70f0c7369149118986d1bd219db3b9b,Blocked,253,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,egger.com,,,
2023-06-26 06:23:00,9a7e57953d76df7023f42b19f8a098a3,Blocked,253,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,cat.com,,,
2023-06-26 06:23:00,4033c5d23087395d6c3497421518039d,Blocked,253,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,ge.cokecce.com,,,
2023-06-26 06:23:00,546f3452db1791efc094c11426f09753,Blocked,253,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,ch-villefranche.fr,,,
2023-06-26 06:23:00,5cc55125ac234f42a92b78206338f4e1,Blocked,253,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,tek.com,,,
2023-06-26 06:23:00,e4c3a7c1efd4424e684cd31b989b6e7e,Blocked,253,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,meda.fr,,,
2023-06-26 06:24:00,c8bb439dbf96569ebfefc3cdf4f97146,Blocked,253,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,sagem.com,,,
2023-06-26 06:24:00,86dd304132254c30342a0f3f80b00f97,Blocked,210,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,cnaeurope.com,,,
2023-06-26 06:24:00,63a85839c2b76696e3c13b7cbd818168,Blocked,253,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,transpole.fr,,,
2023-06-26 06:25:00,822b79eddc04ed83ced62891b042cdb7,Blocked,210,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,diebold.com,,,
2023-06-26 06:25:00,e154744e3a5a4fff2cf09b6a86a9a5d3,Blocked,253,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,fr.bureauveritas.com,,,
2023-06-26 06:25:00,fe7aaa8f8eb2e5d76ebadc57308f6ea0,Blocked,210,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,jungheinrich.fr,,,
2023-06-26 06:25:00,11d6603671260a43062d139b103ac1fb,Blocked,253,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,rowenta.fr,,,
2023-06-26 06:25:00,b12614ca8745f4844566a00689d5b129,Blocked,253,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,onsemi.com,,,
2023-06-26 06:26:00,2a4a893c28db0945222ef3e1541835ea,Blocked,253,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,ge.com,,,
2023-06-26 06:26:00,450c6887175fadff2b350f8d06f36cea,Blocked,210,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,swisslife.fr,,,
2023-06-26 06:26:00,a4f72ba0229f823c9a404b053727b6b4,Blocked,253,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,sidel.com,,,
2023-06-26 06:27:00,ce4339d1a4cb18fe65c94fe1ccdc49fd,Blocked,210,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,assurcredit.com,,,
2023-06-26 06:27:00,94fd7b9406219edef4cfcaf66ef3869d,Blocked,253,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,thermofisher.com,,,
2023-06-26 06:27:00,9f078c5d15191ab4c058d20d6cd09835,Blocked,210,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,lyreco.com,,,
2023-06-26 06:28:00,5b13b63e004570b468efb7c106850c66,Blocked,253,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,st.com,,,
2023-06-26 06:28:00,16ab8f687db0b37f3caf320f478dfd0b,Blocked,253,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,brake.fr,,,
2023-06-26 06:28:00,15e10c6f3b3ef3771db529545a460047,Blocked,210,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,saint-gobain.com,,,
2023-06-26 06:28:00,d3bb6697fa27314b881a6e5023e3367d,Blocked,210,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,21.medecin.fr,,,
2023-06-26 06:28:00,210fb0722d17ef0b33307b45a2e777f4,Blocked,210,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,mutuelle-mcd.fr,,,
2023-06-26 06:28:00,f8d45e27392e39f922e5610dca915cf1,Blocked,253,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,faiveleytransport.com,,,
2023-06-26 06:30:00,25e7eca9da417799ea133c49a244e349,Blocked,253,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,arcelormittal.com,,,
2023-06-26 06:30:00,7c838ee44c490721ded7c8881ca3edc3,Blocked,253,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,st.com,,,
2023-06-26 06:30:00,034bc0a20dabeb9dd8869b0fc862dea0,Blocked,210,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,med.ge.com,,,
2023-06-26 06:30:00,1026ecc89db0eb91881b6b3964db02c6,Blocked,253,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,aig.com,,,
2023-06-26 06:30:00,ce4b30d654899ac1b7d2c8d1a989b897,Blocked,253,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,socotec.fr,,,
2023-06-26 06:30:00,fc528f8e1638212b1529bdf8bfa6b439,Blocked,253,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,embraer.fr,,,
2023-06-26 06:30:00,c2b60dc3a753d7436146d23db2d0076f,Blocked,253,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,sdmo.com,,,
2023-06-26 06:30:00,68de2d40f9864a9881e8097e16fc4d76,Blocked,253,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,videojet.com,,,
2023-06-26 06:31:00,48adefc0d746e6cbadcc7814704fc6d0,Blocked,210,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,printemps.fr,,,
2023-06-26 06:31:00,b1ac287f10538ab2a98dace9ab5f3776,Blocked,253,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,ag2rlamondiale.fr,,,
2023-06-26 06:31:00,94d1b1492e9da0ec7485477b020a1f79,Blocked,253,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,sun.com,,,
2023-06-26 06:31:00,e5787d1b5e52dd7bd6255c2ebe1f5975,Blocked,253,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,med.ge.com,,,
2023-06-26 06:31:00,151f261e8a785165d00e8dcc70324f13,Blocked,210,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,culligan.fr,,,
2023-06-26 06:32:00,fbb478f62259c4f092c8115ecff718ac,Blocked,210,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,eiffage.com,,,
2023-06-26 06:32:00,20b9729a57ab06a824fdbe1ba4fa6af1,Blocked,253,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,stereau.fr,,,
2023-06-26 06:32:00,a979f7205333e77c7d0d224f37151c8d,Blocked,253,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,groupeseb.com,,,
2023-06-26 06:32:00,5318ee20b5b547d0b9ce0c4fa1309875,Blocked,253,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,eu.skechers.com,,,
2023-06-26 06:33:00,15cb6ef1bb83317b1f9eab461a950d56,Blocked,253,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,arcelor.com,,,
2023-06-26 06:33:00,e30d0b31c263fd28505cbf7c81ea6d64,Blocked,210,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,edhec.com,,,
2023-06-26 06:33:00,128cc8a2812dbb28eef2b43fa144036a,Blocked,253,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,editions-legislatives.fr,,,
2023-06-26 06:34:00,d035167c420b809ac2cb0f936df5c11b,Blocked,210,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,transpole.fr,,,
2023-06-26 06:34:00,e75308de78be4b6ce483d9b332e00c99,Blocked,210,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,brgm.fr,,,
2023-06-26 06:34:00,a26322a34b33682429703d1f0c91a529,Blocked,253,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,weber.fr,,,
2023-06-26 06:35:00,25217eee776520b7ef0e581436750887,Blocked,210,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,rousselot.com,,,
2023-06-26 06:35:00,dbb5bb11f9697ccffc381f54f35ab8a6,Blocked,253,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,aig.com,,,
2023-06-26 06:35:00,9f02abc54115df57a6c04651fa0c3e6d,Blocked,253,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,ppg.com,,,
2023-06-26 06:36:00,171620d26d6f424ce9a42ed34264abbf,Blocked,210,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,fr.pwc.com,,,
2023-06-26 06:36:00,b25f4ab40f6a0c65a7b7c155bab5fa17,Blocked,253,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,ingerop.com,,,
2023-06-26 06:37:00,8f5a15480c64d3bd47bb1aaea927f4a9,Blocked,210,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,danone.com,,,
2023-06-26 06:37:00,0514e8fdbc3a266716f001f4e475aff7,Blocked,210,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,chu-reims.fr,,,
2023-06-26 06:37:00,c987f2679d6cef2ec3688bf346f2452a,Blocked,253,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,cma-cgm.com,,,
2023-06-26 06:37:00,7c43ed797411f347767a0a3db626b42e,Blocked,253,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,aristonthermo.com,,,
2023-06-26 06:38:00,1fd30a40eefba825d1d7950829643c35,Blocked,253,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,arcelormittal.com,,,
2023-06-26 06:38:00,a397306d4c1dd8586ad86eb1bac792f0,Blocked,210,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,ogilvy.com,,,
2023-06-26 06:38:00,3280c1043c50a0a09a26aa072bea20bc,Blocked,210,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,cg38.fr,,,
2023-06-26 06:39:00,68a68cf4e8b825fc0a78b9bc34e30600,Blocked,253,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,kpmg.fr,,,
2023-06-26 06:39:00,1c10106e6b2799866bdbd3a432fa8972,Blocked,253,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,sandoz.com,,,
2023-06-26 06:39:00,e10a912a78543f6980fc40aced818026,Blocked,253,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,fedex.com,,,
2023-06-26 06:40:00,2464dd36b24113da079507667394f74a,Blocked,253,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,itron.com,,,
2023-06-26 06:40:00,2123962d6231e34d32447e353221dd90,Blocked,253,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,logica.com,,,
2023-06-26 06:41:00,29cb74db3525f88d707973b5cebec13c,Blocked,253,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,med.ge.com,,,
2023-06-26 06:41:00,72c38f1be4b02c426e663684be71cdc6,Blocked,210,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,towersperrin.com,,,
2023-06-26 06:41:00,fcffdff73bcb379693f1074198426151,Blocked,253,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,logica.com,,,
2023-06-26 06:41:00,ea750c66aac7e2700232d2cd91c81325,Blocked,253,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,samsic.fr,,,
2023-06-26 06:42:00,043f2e5271ce4a6c62383f6a74dcb3db,Blocked,253,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,st.com,,,
2023-06-26 06:42:00,9f81e34c6610859b3fddcd00f270da17,Blocked,210,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,st.com,,,
2023-06-26 06:42:00,06608a28ccaeb07eccc04521928b8a6e,Blocked,210,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,fr.bureauveritas.com,,,
2023-06-26 06:42:00,ffc18a26f20c37cb0aeb9e14b5eaaf0c,Blocked,210,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,tnt.fr,,,
2023-06-26 06:42:00,e51bb7c7c4368c707f43bcb7c951b0ab,Blocked,210,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,europ-assistance.fr,,,
2023-06-26 06:42:00,2a612efae25d8908c81415964133d241,Blocked,210,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,st.com,,,
2023-06-26 06:42:00,de6cf6c3089354749287317795272ba0,Blocked,253,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,brand-image.com,,,
2023-06-26 06:42:00,346c4a9dc578e1236abc19cf439c844c,Blocked,253,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,fedex.com,,,
2023-06-26 06:43:00,76b1bc85c2ae2c24971eacbf57e18e17,Blocked,210,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,chu-amiens.fr,,,
2023-06-26 06:43:00,95e4edf4aa9f9944b84e2031a5261b11,Blocked,253,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,nrj.fr,,,
2023-06-26 06:43:00,9b60db1d5b03ef2c53bdb4f36be2b63f,Blocked,210,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,firmenich.com,,,
2023-06-26 06:43:00,8ce42cbec19ca352355eeb7a700eda8e,Blocked,210,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,fidal.fr,,,
2023-06-26 06:44:00,b27eab476b5a5694c5f94cd014885530,Blocked,210,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,fr.adp.com,,,
2023-06-26 06:44:00,29590ac9ef45658732d8b7760743d02a,Blocked,253,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,seb.fr,,,
2023-06-26 06:44:00,cec288d325a73bada4c47305471fcd3d,Blocked,253,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,edhec.com,,,
2023-06-26 06:44:00,067d5e7d1c982b171400af2d8b6eafa8,Blocked,253,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,assystem.com,,,
2023-06-26 06:45:00,7da76125ce8b316802e01a98fe549d6e,Blocked,210,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,edhec.com,,,
2023-06-26 06:45:00,817abbd905555f81b37c8f37f356b1f7,Blocked,210,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,timet.com,,,
2023-06-26 06:45:00,1c3d67176970c1ae7da7f737e8e73978,Blocked,253,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,ag2r.com,,,
2023-06-26 06:45:00,3dc18d787ede6b8bc1a1013b12493409,Blocked,210,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,euroserum.com,,,
2023-06-26 06:45:00,a05ce38b052a7231d805418346dc4b93,Blocked,210,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,whitecase.com,,,
2023-06-26 06:46:00,a2b5cd1b646c7bcf1aaabdf38b8ed731,Blocked,210,,smtp_554 Blocked - see https://ipcheck.proofpoint.com/?ip=[ip_address],,,c-a-m.com,,,
